Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
Arabian Nights,20-Jun-74,"Comedy, Drama, Fantasy, Romance", Italian,452590139,77200000,IT,66
Into the Labyrinth,30-Oct-19,"Thriller, Mystery", Italian,2514679,4000000,IT,63
Marquis de Sade: Justine,3-Apr-69,"Drama, Horror", Italian,556369019,116800000,IT,53
The Immortal,5-Dec-19,"Crime, Drama, Thriller", Italian,318039059,72000000,IT,67
The Green Inferno,1-May-88,"Adventure, Comedy", Italian,12931420,1000000,IT,47
With Aunt It's Not a Sin,23-Dec-80,comedy, Italian,414413080,150600000,IT,61
Bambina,17-Sep-74,"Comedy, Drama, Romance", Italian,862567677,139500000,IT,45
The Invisible Thread,4-Mar-22,"Comedy, Drama", Italian,252076159,64200000,IT,67
Genesis: The Creation and the Flood,6-Sep-94,"Adventure, Drama, Fantasy", Italian,367006935,92800000,IT,54
Pinocchio,11-Oct-02,"Comedy, Family, Fantasy", Italian,31681811,45000000,IT,58
Pinocchio,11-Oct-02,"Comedy, Family, Fantasy", Italian,30360375,13200000,IT,58
Pinocchio,11-Oct-02,"Comedy, Family, Fantasy", Italian,84300000,2289247,IT,58
The Decameron,25-Aug-71,"History, Drama, Comedy", Italian,428057756,53380000,IT,70
Who Finds a Friend Finds a Treasure,9-Dec-81,"Action, Adventure, Comedy", Italian,398687144,95000000,IT,68
Still Out of My League,16-Sep-21,"Romance, Comedy", Italian,383536021,81000000,IT,65
Diabolik,16-Dec-21,"Crime, Action, Drama, Mystery", Italian,3189418,11000000,IT,61
Vicini di casa,1-Dec-22,comedy, Italian,202866374,77140000,IT,52
Forever Out of My League,31-Jan-22,"Romance, Comedy", Italian,452004296,60800000,IT,56
The Beyond,29-Apr-81,horror, Italian,531683246,101400000,IT,69
Four of the Apocalypse,12-Aug-75,"Western, Action", Italian,552832145,73340000,IT,65
The Case of the Bloody Iris,4-Aug-72,"Thriller, Horror", Italian,244165005,110000000,US,62
Women in Fury,20-Jun-85,"Action, Drama", Italian,254504167,92200000,BR,60
Che dottoressa ragazzi!,12-Aug-76,comedy, Italian,591573175,70800000,FR,55
The Erotic Dreams of Cleopatra,24-Jul-85,romance, Italian,556720975,90000000,FR,63
Provocation,15-Nov-96,"Drama, Romance", Italian,570633321,86400000,DE,59
The Great Silence,25-Jan-69,"Western, Action", Italian,725103574,146000000,FR,75
Incantation,18-Mar-22,horror, Chinese,5700000,52000050,TW,69
The Sadness,22-Jan-21,"Horror, Thriller", Chinese,373248627,87300000,TW,68
Reclaim,29-Jul-22,, Chinese,38139010,12001040,US,20
Female Urologists 2,20-Feb-20,"Drama, Romance", Chinese,290912102,105200000,KR,66
The Bridge Curse,27-Feb-20,"Horror, Thriller, Mystery", Chinese,422567635,73500000,TW,65
The Secret of the Magic Gourd,18-Jul-08,"Drama, Family, Fantasy", Chinese,550973851,61460000,US,74
Till We Meet Again,24-Nov-21,"Fantasy, Romance, Adventure", Chinese,361781353,68936595,TW,64
"Lust, Caution",27-Sep-07,"Action, Drama, Romance, Thriller", Chinese,67091915,15000000,US,72
Step Up: Year of the Dance,25-Jul-19,"Music, Drama", Chinese,186333762,93600000,UA,60
Geylang,6-Apr-23,"Thriller, Action, Crime", Chinese,175269999,223000000,SG,0
The 9th Precinct,29-Aug-19,"Fantasy, Thriller, Crime", Chinese,1862261,1413543,TW,60
Snake Beauty,26-Mar-94,, Chinese,175269999,167540000,TW,0
Dragon Ball: The Magic Begins,30-Nov-91,"Action, Adventure, Fantasy, Comedy", Chinese,897489221,114500000,TW,41
Your Name Engraved Herein,30-Sep-20,"Romance, History, Drama", Chinese,595004426,150600000,TW,80
Hijra in Between,10-Jun-18,"Romance, Drama, TV Movie", Chinese,1160524937,118200000,TW,72
Nezha,16-Jan-21,action, Chinese,439951558,75600000,TW,60
A Brighter Summer Day,27-Jul-91,"Crime, Drama, Romance", Chinese,586258742,186000000,TW,83
Warriors of Future,5-Aug-22,"Drama, Action, Science Fiction", Chinese,300356421,71460000,CN,73
A Writer's Odyssey,12-Feb-21,"Fantasy, Action, Adventure, Drama", Chinese,150123320,26548000,CN,72
Golden Escape,5-Aug-22,"Drama, Crime", Chinese,353650070,84800000,CN,67
Restart the Earth,3-Sep-21,"Science Fiction, Horror, Action", Chinese,408944471,148200000,CN,69
Vanguard,30-Sep-20,"Action, Adventure, Crime", Chinese,27900000,26790000,CN,63
Crazy Fist,6-May-21,action, Chinese,225671705,54600000,CN,69
The Mystic Nine: Begonia from Qingshan,10-Feb-22,"Action, Mystery, Adventure", Chinese,421793540,116000000,CN,51
The Wandering Earth II,22-Jan-23,"Science Fiction, Action, Drama", Chinese,19572269,73801827,CN,77
Monkey King: Hero Is Back,10-Jul-15,"Fantasy, Animation, Comedy", Chinese,150000000,10000000,CN,69
Jackie Chan Kung Fu Master,3-Jul-09,"Action, Comedy, Family", Chinese,468076350,111500000,CN,43
White Snake,11-Jan-19,"Romance, Animation, Fantasy", Chinese,61631776,11936735,CN,77
The Mermaid,8-Feb-16,"Comedy, Fantasy, Romance", Chinese,553810228,60720000,CN,64
Ip Man: The Awakening,16-Sep-21,"Action, Drama, Adventure", Chinese,390628268,126371600,CN,70
Ride On,7-Apr-23,"Comedy, Action", Chinese,243434798,127600000,CN,60
Dream to be a Wife,9-Sep-15,, Chinese,175269999,167540000,CN,0
Catman,18-May-21,"Romance, Fantasy, Comedy", Chinese,420298643,103800000,CN,75
The Town of Ghosts,8-Jan-22,"Thriller, Horror", Chinese,38139010,12001040,CN,20
The Sword,18-Oct-21,, Chinese,279278382,159000000,CN,53
Bleeding Steel,22-Dec-17,"Action, Science Fiction, Thriller", Chinese,162758601,65000000,CN,59
Cloudy Mountain,17-Sep-21,"Action, Adventure, Drama", Chinese,58340541,7292313.8,CN,75
The King's Avatar: For the Glory,16-Aug-19,"Animation, Action, Adventure, Fantasy", Chinese,320146114,167940000,CN,67
Legend of Deification: King Li Jing,14-Sep-21,"Action, Fantasy, Adventure", Chinese,396806140,60500000,CN,38
Wu Kong,13-Jul-17,"Fantasy, Action, Adventure", Chinese,968154371,95000000,CN,76
Throne of Elves,31-Jul-16,"Fantasy, Animation, Family", Chinese,3916195,9037504.6,CN,75
The Perilous Internet Ring,30-Oct-20,"Horror, Thriller", Chinese,601460964,64800000,CN,70
Giant Spider,30-May-21,thriller, Chinese,499112859,50900000,CN,72
Operation Mekong,30-Sep-16,"Action, Adventure, Crime, War", Chinese,173000000,30200000,CN,70
Shanghai Fortress,9-Aug-19,"Science Fiction, War", Chinese,60875030,30000000,CN,55
Flavors of Youth,4-Aug-18,"Animation, Romance, Drama", Chinese,496334,9620000,CN,69
Please Enlighten Me,3-Feb-21,romance, Chinese,359866644,53340523.8,CN,66
S.W.A.T.,29-Dec-19,"Action, Crime, Drama", Chinese,207154748,70000000,CN,74
The Mystery of Lop Nur,23-Feb-22,"Action, Science Fiction, Adventure", Chinese,38139010,12001040,CN,23
The Yin-Yang Master: Dream of Eternity,24-Dec-20,"Action, Drama, Fantasy, Mystery, Science Fiction", Chinese,69000000,4465000,CN,74
Fall in Love at First Kiss,14-Feb-19,"Romance, Comedy", Chinese,320425005,66240000,CN,66
Super Bodyguard,22-Apr-21,"Action, Drama", Chinese,254504167,92200000,CN,60
Big Fish & Begonia,8-Jul-16,"Animation, Adventure, Fantasy", Chinese,84552250,4531653,CN,74
Kung Fu Yoga,28-Jan-17,"Comedy, Mystery, Action, Adventure", Chinese,254212245,65000000,CN,58
Chronicles of the Ghostly Tribe,30-Sep-15,"Adventure, Action, Thriller", Chinese,99849421,19600000,CN,59
Railway Heroes,19-Nov-21,"War, Drama", Chinese,582164601,100600000,CN,70
August Never Ends,16-Apr-21,romance, Chinese,326683695,144400000,CN,55
Journey to the West: Conquering the Demons,10-Feb-13,"Action, Fantasy, Adventure, Comedy", Chinese,215000000,13457040,CN,70
The Battle at Lake Changjin,30-Sep-21,"Drama, War", Chinese,902540935,200000000,CN,61
Wolf Warrior 2,27-Jul-17,"War, Action, Drama", Chinese,870322670,29700000,CN,66
Born To Fly,28-Apr-23,"Drama, Action", Chinese,175269999,218000000,CN,0
Mutation on Mars,27-Aug-21,"Drama, Science Fiction", Chinese,510011854,87000000,CN,68
?????????,18-Dec-19,, Chinese,175269999,167540000,CN,0
Wolf Warrior,2-Apr-15,"Action, War", Chinese,80000000,12000000,CN,62
The Knight of Shadows: Between Yin and Yang,5-Feb-19,"Action, Fantasy", Chinese,748580504,123000000,CN,55
Mojin: The Lost Legend,18-Dec-15,"Action, Adventure, Fantasy", Chinese,278300000,37000000,CN,62
The Sniper,19-Nov-21,, Chinese,842846356,101800000,CN,40
Water Monster 2,20-Aug-21,"Thriller, Mystery", Chinese,389334037,117171600,CN,68
The Monkey King 3,16-Feb-18,"Action, Adventure, Fantasy", Chinese,5470256,73000000,CN,54
Monster Hunt 2,16-Feb-18,"Adventure, Comedy, Fantasy", Chinese,361682618,17624096.6,CN,68
Journey to the West: The Demons Strike Back,28-Jan-17,"Adventure, Fantasy, Action", Chinese,731607,63300000,CN,61
The Legend of Zhao Yun,4-Jan-21,, Chinese,38139010,12001040,CN,20
Dragon Nest: Warriors' Dawn,20-May-14,"Fantasy, Animation", Chinese,230890092,40000000,CN,77
Fatal Journey,26-Mar-20,"Action, History, Drama, Fantasy", Chinese,895840281,81200000,CN,79
The Yin Yang Master,12-Feb-21,"Action, Adventure, Drama, Fantasy, Romance", Chinese,443238806,81200000,CN,68
Animal World,29-Jun-18,"Drama, Action, Adventure, Thriller, Mystery, Fantasy", Chinese,73773028,125000,CN,72
God of War,27-May-17,"Action, History", Chinese,192580541,25000000,CN,59
The Legend of Hei,27-Aug-19,"Animation, Fantasy, Action", Chinese,48045728,9237023.8,CN,84
The White Haired Witch of Lunar Kingdom,14-Feb-14,fantasy, Chinese,365372568,111000000,CN,61
Rise of the Legend,21-Nov-14,"Drama, Action", Chinese,30932534,16140689,CN,62
The Captain,30-Sep-19,"Drama, Thriller", Chinese,528470911,104000000,CN,71
Shaolin,20-Jan-11,"Action, Drama", Chinese,33662874,29000000,CN,69
I Remember,24-Dec-20,"Romance, Drama", Chinese,254278668,102000000,CN,64
Endgame,12-Feb-21,"Comedy, Crime", Chinese,285766063,57400000,CN,72
Monk Comes Down the Mountain,3-Jul-15,"Action, Comedy", Chinese,432729206,102400000,CN,51
Let the Bullets Fly,20-Dec-10,"Action, Comedy", Chinese,104731450,24309793.2,CN,76
Love The Way You Are,21-Jun-19,"Romance, Comedy", Chinese,246937807,116000000,CN,54
The Taking of Tiger Mountain,24-Dec-14,"Thriller, War, Adventure", Chinese,141654055,41021120,CN,65
Green Snake,23-Jul-21,"Animation, Fantasy, Action, Adventure", Chinese,87212911,7911023.8,CN,83
Extraordinary Mission,31-Mar-17,"Action, Crime, Thriller", Chinese,197804603,250000,CN,65
???????,8-Aug-19,, Chinese,175269999,167540000,CN,0
China Salesman,16-Jun-17,"Action, Thriller", Chinese,457654822,70520000,CN,59
The Wicked Wife,2-Jun-22,"Thriller, Crime, Drama, Mystery", Chinese,576693973,105580000,CN,70
New Gods: Yang Jian,19-Aug-22,"Animation, Adventure, Fantasy", Chinese,70826303,39420000,CN,68
Born in China,12-Aug-16,documentary, Chinese,682429960,53600000,CN,73
Sword Master,2-Dec-16,action, Chinese,348256502,67800000,CN,64
Faraway,8-Mar-23,"Romance, Comedy", German,368167713,52900000,DE,68
Six Swedish Girls in a Boarding School,28-Sep-79,comedy, German,152911219,76000000,DE,54
Six Swedish Girls in Alps,22-Jul-83,"Romance, Comedy", German,477042577,127200000,DE,55
Call of the Blonde Goddess,9-Dec-77,"Crime, Drama", German,665830147,117000000,DE,48
Six Swedish Girls at a Pump,19-Sep-80,comedy, German,327139852,54000000,DE,66
Old People,7-Oct-22,horror, German,134150173,103600000,DE,57
Mario,22-Feb-18,"Drama, Romance", German,626713615,58000000,CH,73
Julia,27-Nov-74,"Comedy, Romance, Drama", German,1365108,6000000,DE,45
Three Swedish Girls in Upper Bavaria,7-Oct-77,comedy, German,449042622,114000000,DE,50
Hotel Desire,7-Dec-11,"Drama, Romance", German,84563374,230758,DE,61
The Tin Drum,2-May-79,"Drama, History, War", German,504122476,107800000,DE,69
Plan A,16-Aug-21,"Thriller, Drama", German,830594318,124000000,DE,61
Rhinegold,27-Oct-22,"Drama, History, Music, Romance, Crime", German,9598008,29720000,DE,69
Who Am I,25-Sep-14,thriller, German,7700259,1204600,DE,76
Latte and the Magic Waterstone,25-Dec-19,"Animation, Adventure, Family, Comedy", German,4983582,89013252,DE,67
The Perfumier,21-Sep-22,"Drama, Crime, Mystery, Thriller", German,862567677,134300000,DE,45
Phantastische Harry Potter Momente - Das große SAT.1 Spezial,31-Oct-21,, German,356755849,107200000,DE,62
Melancholie der Engel,1-May-09,"Drama, Fantasy, Horror, Mystery, Thriller, Adventure, Romance, Crime", German,858637629,101800000,DE,41
LasVegas,7-Apr-23,, German,175269999,167540000,US,0
Robinson Crusoe,4-Feb-16,"Animation, Adventure, Comedy, Family", German,42446455,13000000,DE,58
Close to the Horizon,10-Oct-19,"Drama, Romance", German,451733161,82000000,DE,79
Lassie Come Home,20-Feb-20,"Adventure, Family", German,3666620,37077129,DE,66
Black Island,18-Aug-21,thriller, German,618157116,82000000,DE,60
Die neuen Abenteuer des Sanitätsgefreiten Neumann,26-Jan-78,comedy, German,668589731,90200000,DE,75
Prey,10-Sep-21,thriller, German,0,65000000,US,47
The Privilege,9-Feb-22,horror, German,218436575,108400000,DE,51
Bayala: A Magical Adventure,24-Oct-19,"Adventure, Animation, Family, Fantasy", German,521149,6324600,DE,58
Guess Who's Coming for Breakfast,19-Jul-68,comedy, German,385960548,58670000,DE,37
Manta Manta - Zwoter Teil,30-Mar-23,"Comedy, Action, Adventure", German,323787337,50601000,DE,33
14 and Under,16-Aug-73,"Comedy, Romance", German,641555930,49000000,DE,55
Snotty Boy,7-Jul-22,animation, German,464009435,84540523.8,DE,63
Funny Games,1-Oct-97,"Drama, Horror, Thriller", German,8200127,15000000,US,73
The Little Witch,1-Feb-18,"Family, Comedy, Drama", German,555154354,89800000,DE,69
Nosferatu,25-Oct-13,"Fantasy, Horror", German,19054,46153454.6,GB,77
Nosferatu the Vampyre,12-Apr-79,"Drama, Horror", German,57450550,1400000,DE,74
Look Who's Back,8-Oct-15,comedy, German,25513752,3196621,DE,68
The Wave,11-Mar-08,"Drama, Thriller", German,19000000,7500000,DE,75
Wunderschön,3-Feb-22,"Drama, Comedy, Romance", German,567214987,99000000,DE,73
Nekromantik,29-Jan-88,"Drama, Horror", German,252514495,103000000,DE,52
Haunted Hospital: Heilstatten,22-Feb-18,horror, German,2330777,3280017.8,DE,54
The Hunt for the Hidden Relic,5-Dec-02,"Adventure, Science Fiction, Fantasy, Thriller", German,636854441,162000000,DE,67
Olaf Jagger,6-Apr-23,comedy, German,567601271,101800000,DE,40
Until the End of the World,12-Sep-91,"Drama, Science Fiction, Adventure", German,213407413,23000000,DE,68
Pornography in Denmark,17-Apr-70,, German,665830147,148800000,DE,48
M,11-May-31,"Drama, Action, Thriller, Crime", German,491362201,100060000,DE,81
Hui Buh und das Hexenschloss,3-Nov-22,"Family, Fantasy, Adventure, Comedy", German,592706910,205000000,DE,57
Zombies,3-May-18,"Horror, Action, Thriller, Mystery", German,399706279,125000000,DE,58
The Cabinet of Dr. Caligari,27-Feb-20,"Drama, Horror, Thriller, Crime", German,8811,18000,DE,80
She Devils of the SS,23-Aug-73,"Drama, War", German,820609628,81300000,DE,42
Big Mäck: Gangsters and Gold,20-Jan-23,documentary, German,767228968,111600000,DE,69
Knockin' on Heaven's Door,20-Feb-97,"Comedy, Crime", German,790948056,124200000,DE,76
The Collini Case,18-Apr-19,"Crime, Thriller, Drama", German,679785163,125360000,DE,73
Schoolgirl Report Part 10: Every Girl Starts Sometime...,2-Apr-76,"Comedy, Drama", German,597476926,111300000,DE,44
Der Bestatter - Der Film,6-Apr-23,"Crime, Comedy", German,175269999,160000000,CH,0
Women in Cellblock 9,17-Mar-78,"Drama, Action, Crime", German,875470695,120100000,DE,44
Sun and Concrete,2-Mar-23,"Drama, Crime, Adventure", German,608028318,65580000,DE,79
My Best Fiend,7-Oct-99,documentary, German,708023892,79500000,DE,74
Triumph of the Will,28-Mar-35,documentary, German,414551647,90100000,DE,71
Sissi,22-Dec-55,"Comedy, Drama, Romance", German,480423590,90000000,DE,74
The Experiment,7-Mar-01,"Drama, Thriller", German,13782896,830001.4,DE,74
Sapphire Blue,14-Aug-14,"Fantasy, Romance, Science Fiction, Drama, Adventure, Family, Action", German,5188128,26198000,DE,72
Kidnapping Stella,29-Jun-19,thriller, German,411789921,117800000,DE,53
Winnetou 1: Apache Gold,11-Dec-63,"Western, Adventure", German,478297686,137400000,DE,68
The Counterfeiters,23-Mar-07,"Drama, War", German,144565535,106000000,AT,73
Victoria,11-Jun-15,"Crime, Thriller, Romance", German,3191971,25771333.2,DE,77
Luis und die Aliens,7-Jun-18,"Animation, Family", German,379998436,51400000,DK,64
"Aguirre, the Wrath of God",29-Dec-72,"Adventure, Drama, History", German,37041,370000,DE,75
The Red Baron,29-Mar-08,"Action, Adventure, Drama, History, War", German,2783332,18000000,DE,66
Gold Run,15-Dec-22,"War, Action, Adventure, Thriller", Norwegian,420430065,123500000,NO,65
Sniper: The White Raven,24-Aug-22,"War, Drama", Ukrainian,102414815,1000000,UA,76
Dolphin Boy,7-Apr-22,"Animation, Adventure, Fantasy, Comedy", Russian,489779661,115000000,RU,65
Sisu,27-Jan-23,"War, Action", Finnish,58748958,6200000,FI,74
Suro,2-Dec-22,"Thriller, Drama"," Catalan, Valencian",522029092,80000000,ES,73
Cop Secret,20-Oct-21,"Comedy, Action, Thriller", Icelandic,651717830,58100000,IS,61
The Big 4,15-Dec-22,"Action, Comedy, Crime", Indonesian,339023160,98840000,ID,71
Noise,17-Mar-23,"Drama, Thriller"," Dutch, Flemish",1052163302,147200000,US,49
The Next 365 Days,19-Aug-22,"Romance, Drama", Polish,534358853,111600000,US,65
Ritual,7-Sep-22,thriller," Dutch, Flemish",502443288,102400000,BE,71
The Last Client,20-Jun-22,"Thriller, Crime", Danish,426175485,149400000,DK,76
King Shakir Recycle,14-Jul-22,"Animation, Adventure, Family, Action, Comedy, Science Fiction", Turkish,387787979,87200000,TR,57
The Trapped 13: How We Survived The Thai Cave,5-Oct-22,documentary, Thai,767228968,111600000,TH,69
Hellhole,26-Oct-22,horror, Polish,301123555,146740000,PL,60
The Last Warrior: Root of Evil,1-Jan-21,"Fantasy, Adventure, Comedy", Russian,27658331,8400000,RU,69
Balik Taya,31-Mar-23,thriller, Tagalog,38139010,12001040,PH,20
The Takeover,1-Nov-22,crime," Dutch, Flemish",466223042,121000000,NL,59
Baba Yaga: Terror of the Dark Forest,27-Feb-20,horror, Russian,301123555,146740000,RU,60
The Lost Lotteries,16-Nov-22,"Crime, Comedy", Thai,566738520,62800000,TH,60
Waktu Maghrib,9-Feb-23,horror, Indonesian,476680474,87000000,ID,63
Mira,22-Dec-22,"Drama, Adventure, Science Fiction, Family", Russian,481376849,147000000,RU,69
Tonight You're Sleeping with Me,1-Mar-23,"Romance, Drama", Polish,254278668,102000000,PL,64
Munthiri Kaadu,7-Apr-23,"Drama, Action", Tamil,178359863,189600000,IN,0
